,RMSE,MSE,MaxE,MAE,R2,Modelo,MOD_FALH,Janela,AENV,Normalização,N_Parâmetros,Parâmetros
0,3.763815860022196,14.16630982815462,16.459830388301597,2.514195537395434,0.8930478443295397,RNN,35,10,1011,"MM(-1,1)",1409,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': True}"
1,3.4715056126201183,12.051351218452982,15.17184172558187,2.3664561434496365,0.9090152617590126,RNN,35,10,1011,"MM(-1,1)",1409,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': False}"
2,4.9246061083695585,24.251745322590768,19.150847539180504,3.9351605558578555,0.8169052863811348,RNN,35,10,1011,"MM(-1,1)",1409,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
3,4.621717447159821,21.36027216138149,18.919789418452964,3.6448495964527283,0.8387351977275603,RNN,35,10,1011,"MM(-1,1)",1409,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
4,4.084712315886787,16.684874703557195,17.376917943233238,2.9441711257447984,0.8740332988418459,RNN,35,10,1011,"MM(-1,1)",3281,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': True}"
5,3.491772212804542,12.192473186113927,14.712620839351402,2.5379760133315887,0.9079498256054281,RNN,35,10,1011,"MM(-1,1)",3281,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': False}"
6,4.3780694749958995,19.16749232789087,16.98250304149984,3.5613918402366314,0.8552901462602006,RNN,35,10,1011,"MM(-1,1)",3281,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
7,3.7244004289721286,13.871158555327776,16.30737982677816,2.6245983734371743,0.8952761638609235,RNN,35,10,1011,"MM(-1,1)",3281,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
8,3.6691140872128196,13.462398184983563,16.528454884761558,2.2444952434351446,0.8983622041417935,RNN,35,10,1011,"MM(-1,1)",68609,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0, 'L2': True}"
9,4.091977791674581,16.744282247557983,16.689906224483238,3.1337802609369048,0.8735847864931081,RNN,35,10,1011,"MM(-1,1)",68609,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0, 'L2': False}"
10,4.177865901841851,17.454563493772824,17.371829137080894,3.1159409625166936,0.8682223377441757,RNN,35,10,1011,"MM(-1,1)",68609,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
11,4.035582005507427,16.285922123175347,17.06136046337484,2.9362867854632486,0.8770452927202609,RNN,35,10,1011,"MM(-1,1)",68609,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
12,4.7041416387250345,22.128948557186654,17.890837773555504,3.920363897199995,0.8329318799587387,RNN,35,10,1011,"MM(-1,1)",82801,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0, 'L2': True}"
13,4.041089520676417,16.33040451412075,17.027379140132652,2.946452169535374,0.8767094616069576,RNN,35,10,1011,"MM(-1,1)",82801,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0, 'L2': False}"
14,4.437582779522986,19.69214092511895,18.038216695064293,3.4594326188759457,0.8513291783635712,RNN,35,10,1011,"MM(-1,1)",82801,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
15,4.142584818722012,17.16100898030609,16.222985371822105,3.3601688218925414,0.8704386021350379,RNN,35,10,1011,"MM(-1,1)",82801,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
16,3.6205826400983576,13.108618653781594,15.901991948360191,2.231182432086406,0.9010331526070696,GRU,35,10,1011,"MM(-1,1)",4257,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': True}"
17,3.9647291667792968,15.719077365910458,17.09695731090902,2.405292045774224,0.8813248312490236,GRU,35,10,1011,"MM(-1,1)",4257,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': False}"
18,4.038274616959039,16.30766188197567,17.28711615490316,3.106940796486967,0.8768811628871811,GRU,35,10,1011,"MM(-1,1)",4257,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
19,4.025400514513483,16.203849302245413,17.336884602779136,3.013892972303045,0.8776649223363636,GRU,35,10,1011,"MM(-1,1)",4257,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
20,4.082047101184521,16.663108536288956,17.5176859943807,2.949377797745477,0.8741976280523645,GRU,35,10,1011,"MM(-1,1)",6129,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': True}"
21,3.643018459681779,13.271583497582201,16.322730168575035,2.571284865650309,0.8998028081098501,GRU,35,10,1011,"MM(-1,1)",6129,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': False}"
22,4.359400272654452,19.004370737219713,17.52682219433187,3.591077017918329,0.8565216741577482,GRU,35,10,1011,"MM(-1,1)",6129,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
23,3.6657911373395757,13.438024662597382,15.552262410396324,2.6314548617841087,0.8985462182422972,GRU,35,10,1011,"MM(-1,1)",6129,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
24,3.570811482234564,12.750694641658203,15.481867894405113,2.5417628737606193,0.9037353908841639,GRU,35,10,1011,"MM(-1,1)",206081,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0, 'L2': True}"
