,RMSE,MSE,MaxE,MAE,R2,Modelo,MOD_FALH,Janela,AENV,Normalização,N_Parâmetros,Parâmetros
0,1.9045961256310486,3.6274864017688015,6.414803597354052,1.4405792357360006,0.8103110037459618,RNN,24,30,1011,"MM(-1,1)",2049,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': True}"
1,2.163400547349353,4.680301928271481,7.837152785252073,1.4834954562443419,0.7552570356964659,RNN,24,30,1011,"MM(-1,1)",2049,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': False}"
2,2.9626324772638646,8.777191195338624,9.322738411082597,2.1853415803202862,0.5410219630425837,RNN,24,30,1011,"MM(-1,1)",2049,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
3,2.5966007503637205,6.742335456789437,6.09044048829621,1.9812876028252664,0.6474289070848693,RNN,24,30,1011,"MM(-1,1)",2049,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
4,1.4103384992406347,1.9890546824403255,4.674833601902463,0.9732119547862169,0.8959880908106165,RNN,24,30,1011,"MM(-1,1)",3921,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': True}"
5,1.5791138584999649,2.493600578106647,4.035499867136309,1.1710407656018806,0.8696043104423781,RNN,24,30,1011,"MM(-1,1)",3921,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': False}"
6,2.1180565756017744,4.486163657449915,6.314295119236448,1.4919119760874011,0.7654089397004838,RNN,24,30,1011,"MM(-1,1)",3921,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
7,1.509141331444299,2.2775075582734714,5.288715126170487,1.0954736947905968,0.880904275070687,RNN,24,30,1011,"MM(-1,1)",3921,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
8,1.8685228328069268,3.491377576720822,5.349775752801541,1.3914890409601428,0.8174284243356236,RNN,24,30,1011,"MM(-1,1)",73729,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0, 'L2': True}"
9,3.425982003247663,11.73735268657687,9.946184462498167,2.8399997873504614,0.38622880882178723,RNN,24,30,1011,"MM(-1,1)",73729,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0, 'L2': False}"
10,3.1691959686498348,10.043803087706364,9.621473616550901,2.5678338006570542,0.47478812729629116,RNN,24,30,1011,"MM(-1,1)",73729,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
11,1.6562678375094113,2.7432231495681014,5.74845344443176,1.1063156568776045,0.8565510140882453,RNN,24,30,1011,"MM(-1,1)",73729,"{'Recurrent': 256, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
12,1.30763953740827,1.7099211597933144,4.636912981954666,0.8966587168300184,0.9105845777074238,RNN,24,30,1011,"MM(-1,1)",87921,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0, 'L2': True}"
13,1.4218602483274132,2.021686565773693,4.549098650899978,1.0225608107923525,0.8942817000733921,RNN,24,30,1011,"MM(-1,1)",87921,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0, 'L2': False}"
14,1.3046226028273151,1.7020401358079185,4.442645709005447,0.917205148100724,0.9109966932507143,RNN,24,30,1011,"MM(-1,1)",87921,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
15,1.498500496969819,2.245503739418795,5.354171435323806,1.0125267243813032,0.8825778229775461,RNN,24,30,1011,"MM(-1,1)",87921,"{'Recurrent': 256, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
16,2.189493219250487,4.7938805571438605,6.893877333591917,1.497134359056007,0.749317767089916,GRU,24,30,1011,"MM(-1,1)",6177,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': True}"
17,1.990822873971413,3.9633757155277967,6.835218733738401,1.3281895492743818,0.79274663555196,GRU,24,30,1011,"MM(-1,1)",6177,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0, 'L2': False}"
18,2.160389366425311,4.6672822145635555,7.129724806736448,1.4839206230997721,0.7559378642789154,GRU,24,30,1011,"MM(-1,1)",6177,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
19,1.847210764893465,3.4121876099383,6.365660017918088,1.3642017045325707,0.8215694364990441,GRU,24,30,1011,"MM(-1,1)",6177,"{'Recurrent': 32, 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
20,1.7111114098501112,2.9279022569192357,5.08051139731262,1.2121290397377544,0.846893749905133,GRU,24,30,1011,"MM(-1,1)",8049,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': True}"
21,1.766918190443377,3.121999891719698,5.103864973972776,1.3935016670801144,0.8367439708452779,GRU,24,30,1011,"MM(-1,1)",8049,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0, 'L2': False}"
22,1.8671867709331034,3.4863864375475897,5.420988387058713,1.3346720911111372,0.817689421642043,GRU,24,30,1011,"MM(-1,1)",8049,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
23,2.0565164284834174,4.229259820622191,6.844286269138792,1.3368382261316487,0.7788429889412749,GRU,24,30,1011,"MM(-1,1)",8049,"{'Recurrent': 32, 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
