,RMSE,MSE,MaxE,MAE,R2,Modelo,MOD_FALH,Janela,AENV,Normalização,N_Parâmetros,Parâmetros
0,2.878940382601234,8.288297726572138,9.531599282527722,2.1960333573640445,0.5885633895078042,RNN,24,20,1011,"MM(-1,1)",1765,"{'Recurrent': [14, 21, 14], 'Dense': 0, 'Dropout': 0, 'L2': True}"
1,1.8068264035830348,3.2646216526848035,5.035144569529862,1.3763022511928078,0.83794201033418,RNN,24,20,1011,"MM(-1,1)",1765,"{'Recurrent': [14, 21, 14], 'Dense': 0, 'Dropout': 0, 'L2': False}"
2,2.109481480805809,4.449912117862669,5.927843398045042,1.5600707740467306,0.7791034034779095,RNN,24,20,1011,"MM(-1,1)",1765,"{'Recurrent': [14, 21, 14], 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
3,1.6770570393011792,2.812520313069637,4.572180098484495,1.2584219570993558,0.8603846214597308,RNN,24,20,1011,"MM(-1,1)",1765,"{'Recurrent': [14, 21, 14], 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
4,1.4919701033254364,2.2259747892169135,4.27515251059387,1.0397448966524365,0.8895011312901688,RNN,24,20,1011,"MM(-1,1)",2647,"{'Recurrent': [14, 21, 14], 'Dense': 56, 'Dropout': 0, 'L2': True}"
5,1.6626696934012142,2.764470509354888,5.783080818309159,1.136514688467112,0.862769845667089,RNN,24,20,1011,"MM(-1,1)",2647,"{'Recurrent': [14, 21, 14], 'Dense': 56, 'Dropout': 0, 'L2': False}"
6,1.5519032249599436,2.4084036196410734,4.409475630711057,1.114904574979452,0.8804452428409475,RNN,24,20,1011,"MM(-1,1)",2647,"{'Recurrent': [14, 21, 14], 'Dense': 56, 'Dropout': 0.5, 'L2': True}"
7,2.1352052523663274,4.559101469732752,5.442535888983791,1.5712117704385609,0.7736831714450713,RNN,24,20,1011,"MM(-1,1)",2647,"{'Recurrent': [14, 21, 14], 'Dense': 56, 'Dropout': 0.5, 'L2': False}"
8,1.961740947077829,3.8484275434418183,5.472280240493475,1.4903063336928948,0.8089614977123458,RNN,24,20,1011,"MM(-1,1)",3354,"{'Recurrent': [21, 28, 21], 'Dense': 0, 'Dropout': 0, 'L2': True}"
9,1.9582164019938437,3.834611477037715,7.186622383250565,1.4103434274816695,0.8096473364357082,RNN,24,20,1011,"MM(-1,1)",3354,"{'Recurrent': [21, 28, 21], 'Dense': 0, 'Dropout': 0, 'L2': False}"
10,2.2372497032088985,5.005286234508305,6.735524869399725,1.6190753120723282,0.751534263028815,RNN,24,20,1011,"MM(-1,1)",3354,"{'Recurrent': [21, 28, 21], 'Dense': 0, 'Dropout': 0.5, 'L2': True}"
11,1.9770022394532298,3.908537854803086,6.325572731150956,1.4922130772222912,0.8059775818857194,RNN,24,20,1011,"MM(-1,1)",3354,"{'Recurrent': [21, 28, 21], 'Dense': 0, 'Dropout': 0.5, 'L2': False}"
